,county,state,Lat,Lng
1245,Hinds,Mississippi,32.2648353,-90.37483540000001
1246,Holmes,Mississippi,33.16886600000001,-90.0746767
1247,Humphreys,Mississippi,33.1677834,-90.52578229999999
1248,Itawamba,Mississippi,34.2317882,-88.4016041
1249,Jackson,Mississippi,32.2987573,-90.1848103
1250,Jasper,Mississippi,32.0810429,-89.1705998
1251,Jefferson,Mississippi,31.7157817,-90.9820668
1252,Jefferson Davis,Mississippi,31.58252809999999,-89.81303559999999
1253,Jones,Mississippi,31.5343241,-89.1705998
1254,Kemper,Mississippi,32.8018452,-88.7108964
1255,Lafayette,Mississippi,34.4186994,-89.4742177
1256,Lamar,Mississippi,34.9173149,-89.31785049999999
1257,Lauderdale,Mississippi,32.5208482,-88.5117097
1258,Lawrence,Mississippi,32.3251443,-89.23283939999999
1259,Leake,Mississippi,32.8073509,-89.4742177
1260,Lee,Mississippi,34.2354138,-88.7108964
1261,Leflore,Mississippi,33.5274427,-90.37483540000001
1262,Lincoln,Mississippi,31.5359248,-90.52578229999999
1263,Lowndes,Mississippi,33.473423,-88.4403883
1264,Madison,Mississippi,32.4618086,-90.1153638
1265,Marion,Mississippi,32.4173637,-88.6478207
1266,Marshall,Mississippi,34.7729491,-89.4742177
1267,Monroe,Mississippi,33.8773585,-88.55653099999999
1268,Montgomery,Mississippi,33.5274427,-89.62516459999999
1269,Neshoba,Mississippi,32.8057157,-89.1705998
1270,Newton,Mississippi,32.3212554,-89.16339289999999
1271,Noxubee,Mississippi,33.1605608,-88.55653099999999
1272,Oktibbeha,Mississippi,33.3886689,-88.90306
1273,Panola,Mississippi,34.4198016,-89.9253233
1274,Pearl River,Mississippi,30.3928842,-89.6734256
1275,Perry,Mississippi,31.1673115,-89.0179332
1276,Pike,Mississippi,31.1704959,-90.37483540000001
1277,Pontotoc,Mississippi,34.2478831,-88.998673
1278,Prentiss,Mississippi,31.5985012,-89.8670229
1279,Quitman,Mississippi,32.0401499,-88.7281
1280,Rankin,Mississippi,32.2653668,-89.9253233
1281,Scott,Mississippi,33.5930808,-91.0760049
1282,Sharkey,Mississippi,32.9860902,-90.8294002
1283,Simpson,Mississippi,31.9017736,-89.9253233
1284,Smith,Mississippi,32.0826588,-89.4742177
1285,Stone,Mississippi,30.8013069,-89.1705998
1286,Sunflower,Mississippi,33.5428954,-90.5370327
1287,Tallahatchie,Mississippi,33.9302578,-90.1869644
1288,Tate,Mississippi,34.6413971,-89.9626799
1289,Tippah,Mississippi,34.76880970000001,-88.86469799999999
1290,Tishomingo,Mississippi,34.6367608,-88.23171029999999
1291,Tunica,Mississippi,34.6845455,-90.3828769
1292,Union,Mississippi,32.5715272,-89.1214478
1293,Walthall,Mississippi,33.6073419,-89.27729099999999
1294,Warren,Mississippi,32.3989469,-90.7913227
1295,Washington,Mississippi,31.5787773,-91.29927839999999
1296,Wayne,Mississippi,31.7130601,-88.7108964
1297,Webster,Mississippi,33.5707456,-89.28472510000002
1298,Wilkinson,Mississippi,31.1646163,-91.28910359999999
1299,Winston,Mississippi,33.1650338,-89.0179332
1300,Yalobusha,Mississippi,33.9768292,-89.6759101
1301,Yazoo,Mississippi,32.8078912,-90.37483540000001
1302,Adair,Missouri,40.2522575,-92.3765782
1303,Atchison,Missouri,40.42389600000001,-95.4777811
1304,Barry,Missouri,36.6345264,-93.8248241
1305,Bates,Missouri,38.3216754,-94.315422
1306,Benton,Missouri,37.0978279,-89.5625848
1307,Bollinger,Missouri,37.2115595,-90.0746767
1308,Boone,Missouri,39.0468547,-92.38136209999999
1309,Buchanan,Missouri,39.6349791,-94.81059549999999
1310,Butler,Missouri,38.2586347,-94.33050589999999
1311,Caldwell,Missouri,39.6660775,-93.9878427
1312,Callaway,Missouri,38.8886044,-91.9099238
1313,Camden,Missouri,39.19723159999999,-94.02300009999999
1314,Cape Girardeau,Missouri,37.3058839,-89.51814759999999
1315,Carter,Missouri,36.9073725,-90.9438468
1316,Cass,Missouri,38.6574448,-94.315422
1317,Cedar,Missouri,37.7031209,-93.86553029999999
1318,Chariton,Missouri,39.5301517,-93.0175712
1319,Christian,Missouri,36.99764400000001,-93.17796589999999
1320,Clark,Missouri,39.2811499,-92.34267810000001
1321,Clay,Missouri,39.3176186,-94.479976
1322,Clinton,Missouri,38.3686324,-93.7782689
1323,Cole,Missouri,38.5052486,-92.2630393
1324,Cooper,Missouri,38.8693247,-92.8577105
1325,Crawford,Missouri,38.0561057,-91.28910359999999
1326,Dallas,Missouri,37.6853001,-93.0175712
1327,DeKalb,Missouri,39.5869398,-94.92524259999999
1328,Dunklin,Missouri,36.2364268,-90.055447
1329,Franklin,Missouri,39.0116954,-92.7532411
1330,Gasconade,Missouri,38.669489,-91.5601667
1331,Gentry,Missouri,40.3317511,-94.4204795
1332,Greene,Missouri,37.3311215,-93.5003454
1333,Harrison,Missouri,40.3219529,-93.9878427
1334,Henry,Missouri,38.3386592,-93.8248241
1335,Howard,Missouri,39.2064126,-92.6983868
1336,Howell,Missouri,38.7440518,-90.6129359
1337,Jackson,Missouri,37.3822732,-89.6662063
1338,Jasper,Missouri,37.3361642,-94.30133599999999
1339,Jefferson,Missouri,38.57670170000001,-92.1735164
1340,Johnson,Missouri,38.6744747,-93.8248241
1341,Lafayette,Missouri,39.0031288,-93.9878427
1342,Lincoln,Missouri,38.3908555,-93.3346497
1343,Linn,Missouri,38.4858749,-91.85045149999999
1344,Livingston,Missouri,39.8464073,-93.5003454
1345,Macon,Missouri,39.74225610000001,-92.4726859
1346,Madison,Missouri,39.4736487,-92.20989879999999
1347,Maries,Missouri,38.1738674,-91.949021
1348,McDonald,Missouri,36.617812,-94.315422
1349,Moniteau,Missouri,38.5827118,-92.5792482
1350,Montgomery,Missouri,38.9365599,-91.4821482
1351,Morgan,Missouri,38.3661344,-92.8577105
1352,New Madrid,Missouri,36.5864488,-89.52785469999999
1353,Newton,Missouri,36.9618494,-94.315422
1354,Nodaway,Missouri,40.2907281,-94.81059549999999
1355,Oregon,Missouri,39.9869407,-95.1449753
1356,Osage,Missouri,38.1503113,-92.61796210000001
1357,Pemiscot,Missouri,36.2195399,-89.81303559999999
1358,Perry,Missouri,39.43115179999999,-91.6751596
1359,Pettis,Missouri,38.6893153,-93.33889169999999
1360,Phelps,Missouri,37.8806538,-91.7538817
1361,Pike,Missouri,39.3964742,-91.28910359999999
1362,Platte,Missouri,39.34756489999999,-94.7691586
1363,Polk,Missouri,37.7292042,-93.2993611
1364,Pulaski,Missouri,37.8727481,-92.2236667
1365,Ralls,Missouri,39.5582351,-91.5983959
1366,Randolph,Missouri,39.1577814,-94.4955088
1367,Ray,Missouri,39.3354791,-93.9878427
1368,Reynolds,Missouri,37.4008805,-91.0734602
1369,Ripley,Missouri,36.6928452,-90.8294002
1370,Saline,Missouri,39.1943564,-93.17796589999999
1371,Scotland,Missouri,40.4921465,-92.18432849999999
1372,Scott,Missouri,37.0394443,-89.62516459999999
1373,Shelby,Missouri,39.8388716,-92.1057549
1374,St. Charles,Missouri,38.7881062,-90.4974359
1375,St. Clair,Missouri,38.3475584,-90.9834027
1376,St. Francois,Missouri,37.7652755,-90.4879916
1377,St. Louis,Missouri,38.6270025,-90.19940419999999
1378,St. Louis city,Missouri,38.6270025,-90.19940419999999
1379,Ste. Genevieve,Missouri,37.9786618,-90.0475582
1380,Stoddard,Missouri,36.8680558,-89.9253233
1381,Stone,Missouri,36.7748882,-93.4599326
1382,Taney,Missouri,36.6576378,-93.0175712
1383,Vernon,Missouri,37.8148489,-94.315422
1384,Warren,Missouri,38.7313284,-91.13530200000001
1385,Washington,Missouri,38.55810719999999,-91.01208779999999
1386,Webster,Missouri,38.5925524,-90.3573389
1387,Worth,Missouri,40.4049921,-94.4441257
1388,Wright,Missouri,37.3555654,-92.539603
1389,Beaverhead,Montana,45.2135118,-113.1093046
1390,Big Horn,Montana,45.3496574,-107.2715769
1391,Broadwater,Montana,46.2693726,-111.4519716
1392,Carbon,Montana,45.2820195,-109.100255
1393,Cascade,Montana,47.2709011,-111.7008948
1394,Deer Lodge,Montana,46.3990941,-112.7383721
1395,Flathead,Montana,48.424152,-114.15315
1396,Gallatin,Montana,45.5388865,-111.1194231
1397,Glacier,Montana,48.5217475,-112.919665
1398,Hill,Montana,48.7488096,-110.0350875
1399,Jefferson,Montana,46.1450553,-112.0752952
1400,Lake,Montana,48.5831721,-113.9255736
1401,Lewis and Clark,Montana,47.2963974,-112.4029787
1402,Liberty,Montana,48.4917189,-110.9704148
1403,Lincoln,Montana,46.9549402,-112.6817071
1404,Madison,Montana,45.466729,-111.8865015
1405,Meagher,Montana,46.620195,-110.8848271
1406,Missoula,Montana,46.8721284,-113.9940314
1407,Musselshell,Montana,46.5185867,-108.0912238
1408,Park,Montana,48.7596128,-113.7870225
1409,Ravalli,Montana,47.2726443,-114.1730085
1410,Richland,Montana,48.8201876,-106.0533679
1411,Roosevelt,Montana,48.2850231,-105.1099231
1412,Silver Bow,Montana,45.8804293,-112.5843056
1413,Stillwater,Montana,45.7001096,-109.3922403
1414,Toole,Montana,48.6974247,-111.6408212
1415,Yellowstone,Montana,44.6621493,-111.1041092
1416,Adams,Nebraska,40.46111080000001,-96.5094615
1417,Antelope,Nebraska,42.1902446,-98.04651849999999
1418,Buffalo,Nebraska,40.98917429999999,-99.83539379999999
1419,Burt,Nebraska,41.8252059,-96.3226072
1420,Cass,Nebraska,40.8755529,-96.15269850000001
1421,Cedar,Nebraska,42.56103239999999,-97.179026
1422,Cherry,Nebraska,42.474114,-101.1617356
1423,Cheyenne,Nebraska,41.2509264,-103.0817903
1424,Clay,Nebraska,40.5975479,-98.04651849999999
1425,Colfax,Nebraska,41.6268435,-97.0068393
1426,Cuming,Nebraska,41.95401529999999,-96.83509989999999
1427,Custer,Nebraska,41.3491322,-99.72326729999999
1428,Dawson,Nebraska,40.1311123,-95.8305486
1429,Dodge,Nebraska,41.7211147,-96.8828111
1430,Douglas,Nebraska,40.5939437,-96.3877734
1431,Franklin,Nebraska,40.0961242,-98.9525807
1432,Gage,Nebraska,40.1989041,-96.663812
1433,Gosper,Nebraska,40.4604851,-99.8124935
1434,Hall,Nebraska,40.8817333,-98.5721016
1435,Hamilton,Nebraska,40.919722,-98.04651849999999
1436,Johnson,Nebraska,40.4108337,-95.9980593
1437,Kearney,Nebraska,40.69933030000001,-99.0816784
1438,Kimball,Nebraska,41.23565869999999,-103.6629832
1439,Knox,Nebraska,42.6712397,-97.87216
1440,Lancaster,Nebraska,40.8471492,-96.663812
1441,Lincoln,Nebraska,40.813616,-96.7025955
1442,Madison,Nebraska,41.8279842,-97.4549636
1443,Merrick,Nebraska,41.2031926,-98.0028892
1444,Nemaha,Nebraska,40.3383347,-95.6730453
1445,Otoe,Nebraska,40.7236135,-96.1169524
1446,Phelps,Nebraska,40.4903536,-99.456155
1447,Platte,Nebraska,40.9812543,-98.1515804
1448,Polk,Nebraska,41.0756468,-97.7838057
1449,Sarpy,Nebraska,41.0744042,-96.19513200000002
1450,Saunders,Nebraska,41.168563,-96.663812
1451,Scotts Bluff,Nebraska,41.8666341,-103.6671662
1452,Seward,Nebraska,40.9078784,-97.0984927
1453,Stanton,Nebraska,41.950284,-97.2239336
1454,Washington,Nebraska,41.3974968,-96.2080754
1455,Webster,Nebraska,40.2357266,-98.5721016
1456,York,Nebraska,40.8673915,-97.5920867
1457,Carson City,Nevada,39.1637984,-119.7674034
1458,Clark,Nevada,36.0795613,-115.094045
1459,Douglas,Nevada,38.9265035,-119.6499162
1460,Elko,Nevada,40.8324211,-115.7631232
1461,Humboldt,Nevada,41.5931459,-118.5500954
1462,Lyon,Nevada,38.9524739,-119.1390642
1463,Nye,Nevada,38.58071109999999,-116.0413889
1464,Washoe,Nevada,40.5608387,-119.6035495
1465,White Pine,Nevada,39.5564495,-114.524264
1466,Belknap,New Hampshire,43.5024246,-71.4073938
1467,Carroll,New Hampshire,44.297676,-71.5427968
1468,Cheshire,New Hampshire,42.9259375,-72.236379
1469,Coos,New Hampshire,44.7288907,-71.27872669999999
1470,Grafton,New Hampshire,43.561127,-71.947327
1471,Hillsborough,New Hampshire,43.114728,-71.895049
1472,Merrimack,New Hampshire,42.8678693,-71.49483219999999
1473,Rockingham,New Hampshire,42.9931261,-71.0497768
1474,Strafford,New Hampshire,43.3270251,-71.184232
1475,Sullivan,New Hampshire,43.01313529999999,-72.2209182
1476,Atlantic,New Jersey,39.5333379,-74.6868815
1477,Bergen,New Jersey,40.9262762,-74.07701
1478,Burlington,New Jersey,40.071222,-74.86488729999999
1479,Camden,New Jersey,39.9259463,-75.1196199
1480,Cape May,New Jersey,38.9351125,-74.90600529999999
1481,Cumberland,New Jersey,39.369328,-74.942352
1482,Essex,New Jersey,40.7947466,-74.2648829
1483,Gloucester,New Jersey,39.7933809,-75.0494329
1484,Hudson,New Jersey,40.7453199,-74.05351259999999
1485,Hunterdon,New Jersey,40.56695149999999,-74.92087719999999
1486,Mercer,New Jersey,40.3028533,-74.7337069
1487,Middlesex,New Jersey,40.572603,-74.4926541
1488,Monmouth,New Jersey,40.2589455,-74.12399599999999
1489,Morris,New Jersey,40.7933833,-74.505312
1490,Ocean,New Jersey,40.2479729,-74.029843
1491,Passaic,New Jersey,40.8567662,-74.1284764
1492,Salem,New Jersey,39.5717796,-75.46714229999999
1493,Somerset,New Jersey,40.497604,-74.48848679999999
1494,Sussex,New Jersey,41.20981769999999,-74.6076614
1495,Union,New Jersey,40.6975898,-74.26316349999999
1496,Warren,New Jersey,40.6342489,-74.50047959999999
1497,Bernalillo,New Mexico,35.30004,-106.5511369
1498,Catron,New Mexico,34.1515173,-108.4276047
1499,Chaves,New Mexico,33.4757392,-104.4723301
1500,Cibola,New Mexico,35.0947557,-107.8583868
1501,Colfax,New Mexico,36.5799757,-104.4723301
1502,Curry,New Mexico,34.5751567,-103.2663479
1503,Doña Ana,New Mexico,32.3930808,-106.8157813
1504,Eddy,New Mexico,32.4170622,-104.4723301
1505,Grant,New Mexico,35.14726,-107.8514466
1506,Hidalgo,New Mexico,31.93552,-108.7125791
1507,Lea,New Mexico,32.8968816,-103.3587288
1508,Lincoln,New Mexico,33.4920276,-105.3838716
1509,Los Alamos,New Mexico,35.8800364,-106.3031138
1510,Luna,New Mexico,33.8189419,-108.9545153
1511,McKinley,New Mexico,35.71524720000001,-108.2377519
1512,Otero,New Mexico,32.6341716,-105.5943388
1513,Rio Arriba,New Mexico,36.6162892,-106.7234639
1514,Roosevelt,New Mexico,33.9538388,-103.3587288
1515,San Juan,New Mexico,36.3882439,-108.2377519
1516,San Miguel,New Mexico,32.1553751,-106.7349993
1517,Sandoval,New Mexico,35.6020667,-106.7234639
1518,Santa Fe,New Mexico,35.6869752,-105.937799
1519,Socorro,New Mexico,34.0583995,-106.8914159
1520,Taos,New Mexico,36.4072485,-105.5730665
1521,Torrance,New Mexico,34.6784317,-105.9699878
1522,Valencia,New Mexico,34.6743674,-106.6291304
1523,Albany,New York,42.6525793,-73.7562317
1524,Allegany,New York,42.0900647,-78.4941887
1525,Broome,New York,42.4916563,-74.2883536
1526,Cattaraugus,New York,42.32922870000001,-78.86809029999999
1527,Cayuga,New York,42.9189555,-76.7263397
1528,Chautauqua,New York,42.209774,-79.4668445
1529,Chemung,New York,42.00840729999999,-76.6238369
1530,Chenango,New York,42.2014637,-75.8766333
1531,Clinton,New York,43.0484029,-75.3785034
1532,Columbia,New York,40.8075355,-73.9625727
1533,Cortland,New York,42.6011813,-76.1804843
1534,Delaware,New York,41.7682361,-75.0026972
1535,Dutchess,New York,41.7784372,-73.7477857
1536,Erie,New York,42.9023958,-78.8661589
1537,Essex,New York,44.3100511,-73.3526277
1538,Franklin,New York,42.3406373,-75.1651689
1539,Fulton,New York,43.3228462,-76.4171585
1540,Genesee,New York,42.0469596,-78.2703951
1541,Greene,New York,42.3292408,-75.7699147
1542,Hamilton,New York,42.8270136,-75.5446238
1543,Herkimer,New York,43.0256259,-74.9859889
1544,Jefferson,New York,42.4813303,-74.6102591
1545,Lewis,New York,44.27502700000001,-73.5655742
1546,Livingston,New York,42.1424234,-73.77791619999999
1547,Madison,New York,42.884772,-75.50437610000002
1548,Monroe,New York,41.3046016,-74.1827119
1549,Montgomery,New York,41.5275938,-74.23681599999999
1550,Nassau,New York,42.51591450000001,-73.61011590000001
1551,Niagara,New York,43.115326,-78.9853813
1552,Oneida,New York,43.0925684,-75.65129309999999
1553,Onondaga,New York,42.97807580000001,-76.247912
1554,Ontario,New York,43.2209426,-77.2833793
1555,Orange,New York,42.3401767,-77.03341790000002
1556,Orleans,New York,44.1851401,-75.9431869
1557,Oswego,New York,43.4553461,-76.5104973
1558,Otsego,New York,42.7409645,-74.9910112
1559,Putnam,New York,43.7467286,-73.39706129999999
1560,Rensselaer,New York,42.6425794,-73.742898
1561,Rockland,New York,41.1489458,-73.98300290000002
1562,Saratoga,New York,43.0448483,-73.6300729
1563,Schenectady,New York,42.8142432,-73.9395687
1564,Schoharie,New York,42.6659087,-74.3095787
1565,Schuyler,New York,43.0963687,-75.0844757
1566,Seneca,New York,42.8466914,-77.0794705
1567,St. Lawrence,New York,44.4473142,-74.930206
1568,Steuben,New York,43.3200694,-75.2829465
1569,Suffolk,New York,40.9848784,-72.61511689999999
1570,Sullivan,New York,43.0545116,-75.84685689999999
1571,Tioga,New York,42.1256317,-76.3637285
1572,Tompkins,New York,42.10766659999999,-75.294569
1573,Ulster,New York,41.96251280000001,-73.990115
1574,Warren,New York,42.8874053,-74.9442585
1575,Washington,New York,41.7875713,-73.6771662
1576,Wayne,New York,42.4709046,-77.1055262
1577,Westchester,New York,41.1220194,-73.7948516
1578,Wyoming,New York,42.8264498,-78.0897329
1579,Yates,New York,43.3348181,-78.4069732
1580,Alamance,North Carolina,36.0351361,-79.48585489999999
1581,Alexander,North Carolina,35.6987805,-82.6365922
1582,Alleghany,North Carolina,36.4940839,-81.1196075
1583,Anson,North Carolina,34.9054732,-80.1875065
1584,Ashe,North Carolina,36.4339674,-81.47183869999999
1585,Beaufort,North Carolina,34.7182174,-76.6638186
1586,Bertie,North Carolina,36.0245185,-76.964306
1587,Bladen,North Carolina,34.5882404,-78.5660852
1588,Brunswick,North Carolina,34.0275398,-78.2020387
1589,Buncombe,North Carolina,35.59313770000001,-82.4752757
1590,Burke,North Carolina,35.7616931,-81.73494199999999
1591,Cabarrus,North Carolina,35.4168123,-80.5882803
1592,Caldwell,North Carolina,35.9227448,-81.5596427
1593,Carteret,North Carolina,34.9019263,-76.5488232
1594,Caswell,North Carolina,36.3860217,-79.29021329999999
1595,Catawba,North Carolina,35.70735579999999,-81.07563449999999
1596,Chatham,North Carolina,35.7211289,-79.17806999999999
1597,Cherokee,North Carolina,35.4770574,-83.3205859
1598,Chowan,North Carolina,36.1354131,-76.6181655
1599,Clay,North Carolina,35.0964003,-83.7199136
1600,Cleveland,North Carolina,35.7331953,-80.6770111
1601,Columbus,North Carolina,35.25316979999999,-82.1970584
1602,Craven,North Carolina,35.0877672,-77.0564464
1603,Cumberland,North Carolina,34.9542604,-78.74762079999999
1604,Currituck,North Carolina,36.4465659,-76.0142968
1605,Dare,North Carolina,35.6549619,-75.62080879999999
1606,Davidson,North Carolina,35.4993031,-80.8486846
1607,Davie,North Carolina,35.9367033,-80.5882803
1608,Duplin,North Carolina,34.8840095,-78.0195387
1609,Durham,North Carolina,35.9940329,-78.898619
1610,Edgecombe,North Carolina,35.8840053,-77.6536125
1611,Forsyth,North Carolina,36.1200003,-80.1875065
1612,Franklin,North Carolina,35.1823171,-83.3815429
1613,Gaston,North Carolina,36.5004281,-77.6449804
1614,Gates,North Carolina,36.5038287,-76.7698726
1615,Granville,North Carolina,36.2799451,-78.6114999
1616,Greene,North Carolina,35.5013936,-77.69941969999999
1617,Guilford,North Carolina,36.0899873,-79.8296743
1618,Halifax,North Carolina,36.328486,-77.5894199
1619,Harnett,North Carolina,35.34528,-78.7925
1620,Haywood,North Carolina,35.624394,-82.99316069999999
1621,Henderson,North Carolina,36.3294305,-78.39920099999999
1622,Hertford,North Carolina,36.1901579,-76.4660519
1623,Hoke,North Carolina,35.0432488,-79.24511489999999
1624,Iredell,North Carolina,35.8310501,-80.89865019999999
1625,Johnston,North Carolina,35.4403514,-78.3842227
1626,Jones,North Carolina,35.0306293,-77.3324425
1627,Lee,North Carolina,35.4693744,-79.1548533
1628,Lenoir,North Carolina,35.9140196,-81.5389849
1629,Lincoln,North Carolina,35.4637028,-81.20781640000001
1630,Macon,North Carolina,36.4387585,-78.0838809
1631,Martin,North Carolina,35.8733053,-77.1485163
1632,McDowell,North Carolina,35.6984405,-82.08429009999999
1633,Mecklenburg,North Carolina,35.2632655,-80.8543847
1634,Mitchell,North Carolina,36.0277763,-82.1496049
1635,Montgomery,North Carolina,35.3587922,-79.87448359999999
1636,Moore,North Carolina,35.3674493,-79.4703885
1637,Nash,North Carolina,35.9597948,-77.973865
1638,New Hanover,North Carolina,34.2154913,-77.88245959999999
1639,Northampton,North Carolina,36.4159635,-77.4242972
1640,Onslow,North Carolina,34.6540094,-77.4701972
1641,Orange,North Carolina,36.0263022,-79.1096901
1642,Pamlico,North Carolina,35.1337865,-76.6874701
1643,Pasquotank,North Carolina,36.2927068,-76.317414
1644,Pender,North Carolina,34.5170729,-77.8367282
1645,Perquimans,North Carolina,36.1329763,-76.4100267
1646,Person,North Carolina,36.3528221,-78.9288242
1647,Pitt,North Carolina,35.5589221,-77.4242972
1648,Polk,North Carolina,35.2686842,-82.1713632
1649,Randolph,North Carolina,35.7449531,-79.8296743
1650,Richmond,North Carolina,35.003045,-79.7848422
1651,Robeson,North Carolina,34.6383858,-79.1096901
1652,Rockingham,North Carolina,34.9393201,-79.7739457
1653,Rowan,North Carolina,35.6303455,-80.54384499999999
1654,Rutherford,North Carolina,35.4258737,-81.909826
1655,Sampson,North Carolina,34.9197548,-78.3842227
1656,Scotland,North Carolina,34.8451203,-79.4703885
1657,Stanly,North Carolina,35.30145540000001,-80.23213129999999
1658,Stokes,North Carolina,36.4244396,-80.23213129999999
1659,Surry,North Carolina,36.3743453,-80.6770787
1660,Transylvania,North Carolina,35.2190534,-82.7778579
1661,Union,North Carolina,34.9338651,-80.54384499999999
1662,Vance,North Carolina,36.3479057,-78.4297187
1663,Wake,North Carolina,35.8031909,-78.5660852
1664,Warren,North Carolina,36.4352131,-78.0195387
1665,Washington,North Carolina,35.54655169999999,-77.0521742
1666,Watauga,North Carolina,36.1941825,-81.73494199999999
1667,Wayne,North Carolina,35.3565499,-77.973865
1668,Wilkes,North Carolina,36.202858,-81.2518833
1669,Wilson,North Carolina,35.7212689,-77.9155395
1670,Yadkin,North Carolina,36.2023597,-80.6770787
1671,Barnes,North Dakota,46.926176,-98.12223379999999
1672,Bowman,North Dakota,46.1830618,-103.3949061
1673,Burke,North Dakota,48.7704377,-102.4633691
1674,Burleigh,North Dakota,47.0448552,-100.5049676
1675,Cass,North Dakota,47.071168,-97.12155790000001
1676,Divide,North Dakota,48.80561540000001,-103.582951
1677,Dunn,North Dakota,47.2121625,-102.72602
1678,Eddy,North Dakota,47.6963964,-98.88718159999999
1679,Emmons,North Dakota,46.2061318,-100.2953039
1680,Foster,North Dakota,47.4991972,-98.874618
1681,Grand Forks,North Dakota,47.9252568,-97.0328547
1682,Grant,North Dakota,46.3951108,-101.5535564
1683,McHenry,North Dakota,47.5763012,-98.5917473
1684,McIntosh,North Dakota,46.054323,-99.376592
1685,McKenzie,North Dakota,46.8236143,-100.4152368
1686,McLean,North Dakota,47.6185079,-101.131122
1687,Morton,North Dakota,46.6683872,-101.1621736
1688,Mountrail,North Dakota,48.2169859,-102.326433
1689,Oliver,North Dakota,47.1217918,-101.342985
1690,Pierce,North Dakota,48.0379438,-100.0575335
1691,Ramsey,North Dakota,48.3076017,-98.7287191
1692,Richland,North Dakota,46.1546779,-96.89586560000001
1693,Sargent,North Dakota,46.1089195,-97.61524179999999
1694,Sioux,North Dakota,46.0512004,-101.1175392
1695,Slope,North Dakota,46.4129398,-103.5021012
1696,Stark,North Dakota,46.8250004,-102.6554727
1697,Stutsman,North Dakota,46.939184,-98.99091390000001
1698,Walsh,North Dakota,48.3777874,-97.75288719999999
1699,Ward,North Dakota,48.21474509999999,-101.5805256
1700,Williams,North Dakota,48.432044,-103.2923954
1701,Adams,Ohio,38.8907822,-83.5070203
1702,Allen,Ohio,40.769946,-84.14351359999999
1703,Ashland,Ohio,40.8686675,-82.3182178
1704,Ashtabula,Ohio,41.8650534,-80.7898089
1705,Athens,Ohio,39.3292396,-82.1012554
1706,Auglaize,Ohio,40.5781556,-84.3542049
1707,Belmont,Ohio,40.0292374,-81.0389883
1708,Brown,Ohio,38.9092089,-83.8473015
1709,Butler,Ohio,40.5883933,-82.4248862
1710,Carroll,Ohio,39.7989528,-82.7010016
1711,Champaign,Ohio,40.10258169999999,-83.804868
1712,Clark,Ohio,39.8912092,-83.67739279999999
1713,Clermont,Ohio,39.0928449,-84.1857115
1714,Clinton,Ohio,40.9267224,-81.63040219999999
1715,Columbiana,Ohio,40.88839309999999,-80.69396429999999
1716,Coshocton,Ohio,40.2720151,-81.8595756
1717,Crawford,Ohio,40.8268068,-82.99316069999999
1718,Cuyahoga,Ohio,41.433923,-81.67582
1719,Darke,Ohio,40.1056572,-84.68974949999999
1720,Defiance,Ohio,41.2844933,-84.3557802
1721,Delaware,Ohio,40.2986724,-83.067965
1722,Erie,Ohio,41.4349882,-82.4752757
1723,Fairfield,Ohio,39.3454673,-84.5603187
1724,Fayette,Ohio,41.6733839,-84.3268925
1725,Franklin,Ohio,39.5589474,-84.30410739999999
1726,Fulton,Ohio,40.4625607,-82.8287895
1727,Gallia,Ohio,38.8619254,-82.34518899999999
1728,Geauga,Ohio,41.4641521,-81.20781640000001
1729,Greene,Ohio,39.697399,-83.8897057
1730,Guernsey,Ohio,40.0731129,-81.42789839999999
1731,Hamilton,Ohio,39.3995008,-84.5613355
1732,Hancock,Ohio,41.0273131,-83.67739279999999
1733,Hardin,Ohio,40.704961,-83.67739279999999
1734,Henry,Ohio,41.3659897,-84.01674229999999
1735,Highland,Ohio,39.3445075,-83.5974203
1736,Holmes,Ohio,40.5540928,-81.909826
1737,Huron,Ohio,41.3950489,-82.55517329999999
1738,Jackson,Ohio,39.0520169,-82.6365536
1739,Jefferson,Ohio,41.7386662,-80.7698066
1740,Knox,Ohio,40.459564,-82.3017728
1741,Lake,Ohio,41.981532,-81.2518833
1742,Lawrence,Ohio,38.6232686,-82.5185837
1743,Licking,Ohio,40.1460895,-82.4752757
1744,Logan,Ohio,39.5400672,-82.4070986
1745,Lorain,Ohio,41.452819,-82.1823746
1746,Lucas,Ohio,40.7050579,-82.4182204
1747,Madison,Ohio,41.7711633,-81.049819
1748,Mahoning,Ohio,40.9871753,-80.7214417
1749,Marion,Ohio,40.5886699,-83.1285242
1750,Medina,Ohio,41.143245,-81.8552196
1751,Meigs,Ohio,39.0874307,-81.9971108
1752,Mercer,Ohio,40.59405479999999,-84.68974949999999
1753,Miami,Ohio,39.5105334,-84.73087679999999
1754,Monroe,Ohio,39.44033599999999,-84.3621634
1755,Montgomery,Ohio,39.2281143,-84.35410619999999
1756,Morgan,Ohio,39.6521907,-81.8224362
1757,Morrow,Ohio,39.3545046,-84.1271568
1758,Muskingum,Ohio,39.9478393,-81.9534815
1759,Noble,Ohio,39.7465639,-81.42789839999999
1760,Ottawa,Ohio,41.0192185,-84.0471666
1761,Paulding,Ohio,41.1381051,-84.5805082
1762,Perry,Ohio,41.7603259,-81.1409322
1763,Pickaway,Ohio,39.687828,-82.99316069999999
1764,Pike,Ohio,39.0713471,-83.03613759999999
1765,Portage,Ohio,41.1887572,-81.2518833
